SrNo,Year,Blast_Day_Type,City,Latitude,Longitude,Province,Location_Sensitivity,Space_Type,Targeted_Sect,Killed,Injured,No_of_suicide_blasts,Explosive_Wt_Kg,Temperature_C,
269,2010,Working Day,Nowshehra,34.0322,73.0944,KPK,Medium,Closed,Sunni,8,23,1,10,31.52,
270,2010,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,4,11,1,10,28.59,
271,2010,Working Day,South waziristan,32.3202,69.8597,FATA,Medium,Closed,Sunni,30,,1,20,25.23,
272,2010,Working Day,Lahore,31.5451,74.3407,Punjab,Low,Open,Shiite,43,150,3,,31.97,
273,2010,Working Day,Quetta,30.2095,67.0182,Balochistan,Low,Open,,62,150,1,15,26.75,
274,2010,Working Day,Mardan,34.1982,72.0444,KPK,Medium,Closed,,1,,1,,27.88,
275,2010,Holiday,lakki marwat,32.6018,70.9148,KPK,High,Closed,,19,34,1,600,26.64,
276,2010,Working Day,Quetta,30.2095,67.0182,Balochistan,Medium,Open,,5,3,1,15,25.80,
277,2010,Working Day,Karachi,24.9918,66.9911,Sindh,Medium,Closed,Sunni,10,60,2,6,30.45,
278,2010,Working Day,Lakki marwat,32.6018,70.9148,KPK,Low,Open,,,5,1,1200,20.79,
279,2010,Working Day,Swabi ,34.1335,72.4702,KPK,High,Open,,5,10,1,12,18.87,
280,2010,Working Day,Dara Adam khel,33.6854,71.5131,KPK,Medium,Closed,Sunni,76,70,1,15,20.10,
281,2010,Working Day,Karachi,24.9918,66.9911,Sindh,High,Closed,,20,100,1,1000,28.18,
282,2010,Working Day,Poonch,33.8243,73.7949,AJK,Low,open,,0,,1,,18.32,
283,2010,Holiday,South waziristan,32.3202,69.8597,FATA,Low,Open,Sunni,1,,1,,7.99,
284,2010,Working Day,Bannu,32.9350,70.6688,KPK,High,Open,,6,6,1,12,9.98,
285,2010,Working Day,Mohmand agency ,32.9746,70.1456,Fata,High,Closed,,50,60,2,,5.08,
286,2010,Working Day,Quetta,30.2095,67.0182,Balochistan,Low,Open,,,10,1,,4.51,
287,2010,Working Day,Kohat,33.5833,71.4333,KPK,Low,Open,,20,,1,10,12.21,
288,2010,Working Day,Hangu,33.5351,71.0713,KPK,Low,Closed,,17,16,1,400,10.39,
289,2010,Working Day,Islamabad,33.7180,73.0718,Capital,Medium,Closed,Sunni,1,,1,,11.73,
290,2010,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,4,,1,10,10.85,
291,2010,Holiday,Bajaur Agency,34.8718,71.5249,FATA,High,Closed,,47,80,1,,9.71,
292,2010,Working Day,Muzaffarabad,34.3597,73.4711,AJK,Medium,Open,Shiite,7,,1,,9.24,
293,2011,Working Day,Bannu,32.9350,70.6688,KPK,Medium,Closed,Sunni,20,15,1,1000,7.78,
294,2011,Working Day,Lahore,31.5451,74.3407,Punjab,High,Open,Shiite,17,71,1,5,14.17,
295,2011,Working Day,Bajaur Agency,34.8718,71.5249,FATA,High,Open,,0,,1,,10.40,
296,2011,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,7,14,1,7,14.36,
297,2011,Working Day,Mardan,34.1982,72.0444,KPK,High,Open,,36,35,1,9,11.06,
298,2011,Working Day,Mohmand agency ,32.9746,70.1456,Fata,High,Open,,1,,1,,1.45,
299,2011,Working Day,Malakand ,34.5030,71.9046,KPK,Low,Closed,,3,,1,,8.31,
300,2011,Working Day,Bannu,32.9350,70.6688,KPK,High,Open,,,,1,,5.45,
301,2011,Working Day,Karachi,24.9918,66.9911,Sindh,Low,Open,,0,,1,,23.53,
302,2011,Working Day,Hangu,33.5351,71.0713,KPK,Low,Open,,9,30,1,400,9.57,
303,2011,Working Day,Peshawar,34.0043,71.5448,KPK,Low,Open,Sunni,43,,1,16,18.61,
304,2011,Working Day,Hangu,33.5351,71.0713,KPK,High,Open,,8,25,1,250,22.19,
305,2011,Working Day,Swabi ,34.1335,72.4702,KPK,High,Open,,13,12,1,8,20.12,
306,2011,Working Day,Charsadda,34.1509,71.7359,KPK,Low,Open,,12,20,1,,19.41,
307,2011,Working Day,Dara Adam khel,33.6854,71.5131,KPK,Low,Open,Sunni,1,2,1,8,18.32,
308,2011,Holiday,D.G Khan,30.0500,70.6333,KPK,Medium,Open,Sunni,50,100,2,,23.04,
309,2011,Working Day,Lower Dir,34.8453,71.9046,KPK,Low,Open,Sunni,9,22,1,8,16.59,
310,2011,Working Day,Quetta,30.2095,67.0182,Balochistan,Medium,Open,,1,17,1,180,20.76,
311,2011,Working Day,Bajaur Agency,34.8718,71.5249,FATA,Low,Open,Sunni,5,5,1,,26.34,
312,2011,Working Day,Charsadda,34.1509,71.7359,KPK,High,Open,,95,128,2,20,29.29,
313,2011,Working Day,D.G Khan,30.0500,70.6333,KPK,Low,Open,,3,,1,,33.87,
314,2011,Working Day,Peshawar,34.0043,71.5448,KPK,High,Closed,,11,41,1,300,33.98,
315,2011,Working Day,Hangu,33.5351,71.0713,KPK,High,Open,,32,55,1,450,27.53,
316,2011,Working Day,Bajaur Agency,34.8718,71.5249,FATA,Low,Open,Sunni,8,,1,,30.06,
317,2011,Holiday,Nowshehra,34.0322,73.0944,KPK,High,Closed,,19,28,1,8,32.48,
318,2011,Holiday,Peshawar,34.0043,71.5448,KPK,Low,Open,,35,80,1,10,31.05,
319,2011,Working Day,Islamabad,33.7180,73.0718,Capital,Low,Open,,2,4,1,7,32.09,
320,2011,Working Day,D.G Khan,31.8238,70.9095,KPK,High,Closed,,10,3,1,,32.93,
321,2011,Working Day,Peshawar,34.0043,71.5448,KPK,Low,Open,,7,25,1,,31.55,
322,2011,Working Day,South waziristan,32.3202,69.8597,FATA,Low,Open,,,,1,,24.30,
323,2011,Holiday,South waziristan,32.3202,69.8597,FATA,High,Open,,1,,1,,25.20,
324,2011,Working Day,Mohmand agency ,32.9746,70.1456,Fata,Low,Open,,1,,1,,24.75,
325,2011,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,2,,1,,30.10,
326,2011,Working Day,Khyber Agency,34.0211,71.2874,KPK,Medium,Closed,,60,70,1,,30.60,
327,2011,Holiday,Quetta,30.2095,67.0182,Balochistan,Medium,Open,Shiite,13,12,1,60,25.59,
328,2011,Holiday,Lakki marwat,32.6018,70.9148,KPK,High,Open,,2,14,1,300,20.84,
329,2011,Working Day,Quetta,30.2095,67.0182,Balochistan,High,Closed,,28,60,2,100,28.47,
330,2011,Working Day,Lower Dir,34.8453,71.9046,KPK,Low,Open,,34,63,1,,27.24,
331,2011,Working Day,Karachi,24.9918,66.9911,Sindh,High,Open,,8,4,1,300,29.20,
332,2011,Working Day,Nowshehra,34.0322,73.0944,KPK,,,,2,,1,,17.54,
333,2011,Working Day,Swabi ,34.1335,72.4702,KPK,,,,3,,,,19.07,
334,2011,Working Day,Karachi,24.9918,66.9911,Sindh,low,Open,,7,,1,,25.31,
335,2011,Working Day,Karachi,24.9918,66.9911,Sindh,low,Closed,,1,,1,,27.25,
336,2011,Working Day,Bannu,32.9350,70.6688,KPK,High,Open,,6,18,1,500,7.28,
337,2012,Working Day,Gujrat,32.5737,74.0786,Punjab,Low,Open,,2,,1,,10.94,
338,2012,Working Day,Peshawar,34.0043,71.5448,KPK,Low,Closed,,2,19,1,6,12.07,
339,2012,Working Day,Khyber Agency,34.0211,71.2874,FATA,Low,open,,3,7,1,,11.29,
340,2012,Working Day,D.G Khan,31.8238,70.9095,KPK,High,Open,,8,7,3,,6.71,
341,2012,Working Day,Peshawar,34.0043,71.5448,KPK,Low,Open,,4,7,1,3,11.33,
342,2012,Working Day,Kuram Agency ,32.9746,70.1456,FATA,Low,Open,Shiite,28,,1,,0.04,
343,2012,Working Day,Upper Dir,35.1977,71.8749,FATA,Low,Open,,1,3,1,,4.99,
344,2012,Working Day,Peshawar,34.0043,71.5448,KPK,High,Closed,,4,,3,,9.91,
345,2012,Holiday,Peshawar,34.0043,71.5448,KPK,High,Open,,1,,1,6,16.96,
346,2012,Holiday,D.G Khan,31.8238,70.9095,KPK,Low,Open,,0,,1,,15.74,
347,2012,Holiday,Peshawar,34.0043,71.5448,KPK,Low,Open,,15,30,1,6,13.33,
348,2012,Working Day,Peshawar,34.0043,71.5448,KPK,Low,Open,,1,2,1,6,15.75,
349,2012,Working Day,Khyber Agency,34.0211,71.2874,KPK,Low,Open,,13,9,1,,19.65,
350,2012,Working Day,Karachi,24.9918,66.9911,Sindh,Low,Open,,7,12,1,,31.35,
351,2012,Working Day,Bajaur Agency,34.8718,71.5249,FATA,Low,Open,,26,40,1,,24.58,
352,2012,Working Day,Peshawar,34.0043,71.5448,KPK,Low,Open,,3,,1,8,30.61,
353,2012,Working Day,Quetta,30.2095,67.0182,Balochistan,Low,Open,Shiite,14,20,1,50,28.46,
354,2012,Working Day,Bannu,32.9350,70.6688,KPK,High,Closed,,7,2,1,,24.56,
355,2012,Working Day,Peshawar,34.0043,71.5448,KPK,Low,Open,,2,18,1,110,29.02,
356,2012,Working Day,Kuram Agency ,32.9746,70.1456,FATA,Low,Open,,15,40,1,,19.94,
357,2012,Holiday,Dara Adam khel,33.6854,71.5131,KPK,Medium,Open,,20,39,1,30,23.50,
358,2012,Holiday,Buner,34.3943,72.6151,KPK,Low,Open,,6,7,1,,19.20,
359,2012,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,8,28,1,8,19.83,
360,2012,Working Day,Karachi,24.9918,66.9911,Sindh,High,Open,,3,18,1,150,26.00,
361,2012,Working Day,Mohmand agency ,32.9746,70.1456,FATA,Low,Open,,0,3,1,,7.52,
362,2012,Working Day,Karachi,24.9918,66.9911,Sindh,High,Open,Shiite,4,4,1,5,22.22,
363,2012,Working Day,Rawalpindi,33.6058,73.0437,Punjab,High,Open,Shiite,20,25,1,,16.80,
364,2012,Holiday,D.G Khan,31.8238,70.9095,KPK,High,Open,Shiite,6,70,1,12,12.21,
365,2012,Working Day,South Waziristan,32.3202,69.8597,FATA,Low,Open,,8,10,1,,3.90,
366,2012,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,,6,1,800,15.44,
367,2012,Working Day,South waziristan,32.3202,69.8597,FATA,High,Open,,3,20,1,,7.10,
368,2012,Holiday,Peshawar,34.0043,71.5448,KPK,High,Closed,,9,17,1,6,15.07,
369,2013,Working Day,Quetta,30.2095,67.0182,Balochistan,High,Closed,Shiite,93,116,2,,9.06,
370,2013,Working Day,Hangu,33.5351,71.0713,KPK,High,Open,Sunni,27,40,1,,10.79,
371,2013,Working Day,Hangu,33.5351,71.0713,KPK,High,Open,,,8,1,,12.12,
372,2013,Working Day,Bannu,32.9350,70.6688,KPK,High,Open,,0,1,4,,8.31,
373,2013,Working Day,Quetta,30.2095,67.0182,Balochistan,Medium,Open,Shiite,84,180,1,1000,5.49,
374,2013,Working Day,Peshawar,34.0043,71.5448,KPK,High,Closed,,,7,2,6,15.55,
375,2013,Working Day,Peshawar,34.0043,71.5448,KPK,High,open,,4,22,2,6,18.73,
376,2013,Holiday,North waziristan,32.9746,70.1456,FATA,High,Open,,22,20,1,,6.44,
377,2013,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,12,11,,,21.53,
378,2013,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,18,49,1,6,22.81,
379,2013,Working Day,North waziristan,32.9746,70.1456,FATA,High,Open,,9,8,1,,16.90,
380,2013,Working Day,Bajaur Agency,34.8718,71.5249,FATA,High,Open,,4,4,1,,18.81,
381,2013,Working Day,Quetta,30.2095,67.0182,Balochistan,High,Open,Shiite,6,37,1,,17.65,
382,2013,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,10,30,,6,23.69,
383,2013,Holiday,Shikarpur,28.0000,68.6667,Sindh,Low,Open,,1,2,,,30.72,
384,2013,Working Day,Hangu,33.5351,71.0713,KPK,High,Open,,12,35,,,25.34,
385,2013,Working Day,Bannu,32.9350,70.6688,KPK,High,Open,,3,23,,,20.72,
386,2013,Holiday,Karachi,24.9918,66.9911,Sindh,Medium,Open,,2,3,,,30.64,
387,2013,Holiday,Quetta,30.2095,67.0182,Balochistan,High,Open,,7,45,,,23.64,
388,2013,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,3,2,,6,34.73,
389,2013,Working Day,North waziristan,32.9746,70.1456,FATA,High,Open,,,2,,,21.72,
390,2013,Working Day,Quetta,30.2095,67.0182,Balochistan,Low,Open,,14,19,,,29.55,
391,2013,Working Day,Quetta,30.2095,67.0182,Balochistan,Low,Closed,,11,,,,29.55,
392,2013,Working Day,Mardan,34.1982,72.0444,KPK,Low,Open,,34,52,,8,27.47,
393,2013,Working Day,Peshawar,34.0043,71.5448,KPK,High,Closed,Shiite,15,28,,7,35.00,
394,2013,Holiday,Quetta,30.2095,67.0182,Balochistan,High,Open,Shiite,30,65,,,30.92,
395,2013,Working Day,Hangu,33.5351,71.0713,KPK,High,Open,,8,10,,,30.72,
396,2013,Working Day,Sukkur,27.6833,68.8667,Sindh,Low,Open,,9,30,2,,36.35,
397,2013,Working Day,Kuram Agency ,32.9746,70.1456,KPK,High,Open,Shiite,50,180,2,,26.02,
398,2013,Holiday,Quetta,30.2095,67.0182,Balochistan,High,Open,,38,50,1,8,31.06,
399,2013,Holiday,Peshawar,34.0043,71.5448,KPK,High,Open,,81,100,2,,29.84,
400,2013,Working Day,Chaman,30.9222,66.4447,Balochistan,High,Open,,8,10,1,,24.42,
401,2013,Working Day,Hangu,33.5351,71.0713,KPK,High,Open,,17,22,1,,25.96,
402,2013,Working Day,South waziristan,32.3202,69.8597,FATA,High,Open,,2,2,,,19.61,
403,2013,Holiday,D.G Khan,31.8238,70.9095,KPK,High,Open,,9,30,,,28.61,
404,2013,Holiday,Bannu,32.9350,70.6688,KPK,High,Open,,0,7,,,13.09,
405,2013,Working Day,North waziristan,32.9746,70.1456,FATA,High,Open,,7,1,,,12.55,
406,2013,Working Day,Khyber Agency,34.0211,71.2874,KPK,Medium,Closed,,0,26,,5,15.99,
407,2013,Working Day,Rawalpindi,33.6058,73.0437,Punjab,Medium,Open,Shiite,3,14,,,14.39,
408,2013,Working Day,North waziristan,32.9746,70.1456,FATA,High,Open,,5,25,,,8.19,
409,2013,Working Day,Karachi,24.9918,66.9911,Sindh,Medium,Open,,2,20,,,18.74,
410,2014,Working Day,Quetta,30.2095,67.0182,Balochistan,High,Open,Shiite,3,30,,,1.61,
411,2014,Working Day,Hangu,33.5351,71.0713,KPK,High,Open,Shiite,2,2,,,9.24,
412,2014,Working Day,Karachi,24.9918,66.9911,Sindh,Low,Open,,3,7,,25,15.40,
413,2014,Working Day,Rawalpindi,33.6058,73.0437,Punjab,High,Open,,13,15,,,11.46,
414,2014,,Peshawar,34.0043,71.5448,KPK,,,,6,,,,11.11,
415,2014,Working Day,Karachi,24.9918,66.9911,Sindh,High,Open,,3,0,,,19.87,
416,2014,Working Day,Peshawar,34.0043,71.5448,KPK,Medium,Closed,,9,25,,5,10.82,
417,2014,Working Day,Khanewal,30.2999,71.9308,Punjab,Low,Open,,0,5,,,13.34,
418,2014,Working Day,Peshawar,34.0043,71.5448,KPK,Low,Open,,4,3,,6,12.54,
419,2014,Working Day,Karachi,24.9918,66.9911,Sindh,High,Open,,13,36,,30,20.31,
420,2014,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,3,8,,60,16.13,
421,2014,Working Day,Islamabad,33.7180,73.0718,Capital,Medium,Open,,11,24,,,10.81,
422,2014,Working Day,Peshawar,34.0043,71.5448,KPK,High,Open,,11,32,,14,17.68,
423,2014,Working Day,Karachi,24.9918,66.9911,Sindh,High,Open,,4,2,,,30.56,
424,2014,Holiday,Peshawar,34.0043,71.5448,KPK,High,Closed,,5,9,,10,25.31,
425,2014,Working Day,Fateh Jang,33.5689,72.6378,Punjab,Low,Open,,5,5,,2,31.06,
426,2014,Holiday,Taftan,28.2800,62.3500,Balochistan,High,Closed,Shiite,30,7,,,27.51,
427,2014,Working Day,Karachi,24.9918,66.9911,Sindh,,,,28,,,,32.70,
428,2014,Working Day,Peshawar,34.0043,71.5448,KPK,Medium,Closed,,2,5,,,32.97,
429,2014,Working Day,North waziristan,32.9746,70.1456,FATA,High,Open,,3,1,,,28.27,
430,2014,Working Day,Peshawar,34.0043,71.5448,KPK,Medium,open,,5,18,,45,29.84,
431,2014,Working Day,Quetta,30.2095,67.0182,Balochistan,High,Open,Shiite,5,12,,,26.59,
432,2014,,Tirah Valley,33.8679,70.5136,FATA,,,,7,,,,17.21,
433,2014,Working Day,Quetta,30.2095,67.0182,Balochistan,Medium,open,,3,15,,,21.41,
434,2014,Holiday,Wagah,31.6047,74.5729,Punjab,High,open,,55,70,,15,22.18,
435,2014,,Peshawar,34.0043,71.5448,KPK,,,,148,,,,9.86,
436,2014,,Zhob,31.3500,69.4500,Balochistan,,,,2,,,,8.45,
437,2015,,Shikarpur,28.0000,68.6667,Sindh,,,,62,,,,16.23,
438,2015,,Peshawar,34.0043,71.5448,KPK,,,,21,,,,17.24,
439,2015,,Lahore,31.5451,74.3407,Punjab,,,,9,,,,18.68,
440,2015,,Rawalpindi,33.6000,73.0333,Punjab,,,,5,,,,15.25,
441,2015,,Lahore,31.5451,74.3407,Punjab,,,,17,70,,,18.63,
442,2015,,Karachi,24.9918,66.9911,Sindh,,,,3,0,,,27.00,
443,2015,Working Day,Kuram Agency ,32.9746,70.1456,FATA,,,,3,,,,25.99,
444,2015,Working Day,Karachi,24.9918,66.9911,Sindh,,,,2,,,,33.05,
445,2015,Working Day,Karachi,24.9918,66.9911,Sindh,,,,5,,,,33.05,
446,2015,Working Day,Lahore,31.5451,74.3407,Punjab,,,,2,,,,34.08,
447,2015,Weekend,Sargodha,32.0836,72.6711,Punjab,,,,2,,,,29.90,
448,2015,Working Day,North waziristan,32.9746,70.1455,FATA,,,,19,,,,26.82,
449,2015,Working Day,Peshawar,34.0043,71.5448,KPK,,,,2,4,,,30.58,
450,2015,Working Day,Lahore,,,Punjab,,,,4,,,,,
451,2015,Holiday,Quetta,,,Balochistan,,,,1,,,,,
452,2015,Holiday,Attock,33.7687,72.3621,Punjab,,,,19,23,,,28.66,
453,2015,Working Day,MULTAN,30.1936,71.4490,Punjab,,,,4,,,,33.58,
454,2015,Working Day,Khyber Agency,34.0211,71.2874,KPK,,,,6,50,,,28.23,
455,2015,Holiday,Karachi,24.8795,67.1746,Sindh,Low,closed,,,2,1,,35.00,
456,2015,Working Day,Taunsa,30.7127,70.6582,Punjab,,,,,10,1,13,29.11,
457,2015,Holiday,Quetta,30.1830,66.9987,Balochistan,,closed,Shiite,11,12,1,,16.25,
458,2015,Holiday,Jacobabad,28.2747,68.7129,Sindh,,,Shiite,23,40,,,28.59,
459,2015,Working Day,Mardan,34.2001,72.0508,KPK,,,,26,50,,8,13.53,
460,2016,Working Day,Quetta,30.1657,67.0018,Balochistan,,,,15,25,,8,6.86,
461,2016,Working Day,Peshawar,33.9995,71.4250,KPK,,,,12,20,1,,11.65,
462,2016,Working Day,Zhob,31.3413,69.4487,Balochistan,,,,0,5,1,,11.13,
463,2016,Working Day,Quetta,30.1998,67.0102,Balochistan,,,,11,30,1,10,9.95,
464,2016,Working Day,Shabqadar-Charsadda,34.1494,71.7428,KPK,,,,20,27,1,,16.72,
465,2016,Holiday,Lahore,31.5129,74.2890,Punjab,,,Christian,72,233,1,10,22.57,
466,2016,Working Day,Khyber Agency,34.0478,71.2844,FATA,High,closed,,2,0,1,,25.41,
467,2016,Working Day,Mardan,34.2079,72.0495,KPK,High,closed,,1,10,1,10,23.11,
468,2016,Working Day,Mardan,34.1957,72.0378,KPK,High,Open,,1,12,1,10,30.02,
469,2016,Working Day,Quetta,30.1942,67.0088,Balochistan,High,Closed,,70,112,,8,29.59,
470,2016,Working Day,Mardan,34.1958,72.0366,KPK,High,closed,,14,52,1,6,27.81,
471,2016,Holiday,Shikarpur,28.0027,68.7304,Sindh,High,Closed,Shiite,0,10,,,31.95,
472,2016,Working Day,Mohmand agency ,34.4003,71.5604,FATA,High,Closed,,36,22,1,,28.68,
473,2016,Working Day,Quetta,30.1428,66.9820,Balochistan,High,Closed,,61,100,2,10,14.55,
474,2016,Weekend,Khuzdar,25.7768,67.0224,Balochistan,High,Closed,,52,100,1,,,
475,2016,Weekend,Mohmand agency ,34.3258,71.3988,FATA,High,Open,,2,14,4,,17.63,
476,2017,Working Day,Bannu,32.9498,70.6091,KPK,High,Open,,0,2,1,20,19.00,
477,2017,Working Day,Lahore,31.5554,74.3319,Punjab,High,Open,,18,83,1,,16.26,
478,2017,Working Day,"Ghallai, Mohmand agency ",34.5000,71.3333,FATA,High,Open,,8,0,1,,11.12,
479,2017,Working Day,Hayatabad,33.9861,æ71.456944,KPK,Medium,Open,,1,4,1,15,16.63,
480,2017,Working Day,"Mosal Kor, Mohmand agency ",34.5538,71.4341,FATA,High,,,1,0,1,,,
481,2017,Working Day,Sehwan town,26.4193,67.8594,Sindh,High,Closed,shiite,72,150,1,,23.71,
482,2017,Working Day,"Tangi, CharsaddaDistrict",34.3000,71.6539,KPK,High,Closed,,7,15,2,,11.18,
483,2017,Working Day,Lahore,31.4630,74.4357,Punjab,Low,Open,,7,19,,,29.00,
484,2017,Working Day,Quetta,29.8008,66.8481,Balochistan,Low,Open,,28,35,1,,44.00,
485,2017,Weekend,Kohat,33.3875,71.3404,KPK,Low,Open,,4,0,,,37.00,
486,2017,Working Day,Quetta,33.8842,70.1088,Balochistan,Low,Open,Shiite,85,100,3,75,36.00,
487,2017,Working Day,Chaman,30.9098,66.4524,Balochistan,Low,Open,,3,1,1,,38.00,
488,2017,Working Day,Peshawar,34.0150,71.5805,KPK,High,open,,2,1,1,,37.00,
489,2017,Working Day,Peshawar,34.0150,71.5805,KPK,High,Open,,1,1,1,,37.00,
490,2017,Working Day,Lahore,31.5009,74.3331,Punjab,Medium,Open,,27,56,1,,32.00,
491,2017,Weekend,Quetta,30.2037,67.0045,Balochistan,Medium,Open,,15,40,1,25,29.00,
492,2017,Working Day,Quetta,28.5711,67.4969,Balochistan,High,Open/Closed,,22,25,1,,27.80,
493,2017,Working Day,Quetta,,,Balochistan,Low,Open,,7,22,1,,26.00,
494,2017,Working Day,Quetta,30.2211,67.0025,Balochistan,Low,Open,,2,8,1,15,25.00,
495,2017,Working Day,Peshawar,33.9706,71.4386,KPK,Low,Open,,3,6,1,20,22.00,
496,2017,Working Day,Quetta,30.1396,66.9815,Balochistan,Medium,Open,,4,16,1,10,29.00,

